test_id	inti_type	pre_prob	bacterial_host	pre_prob	resistance_category
JACOUS010000024.1|MBI1938415.1|Group09_0	Group09	0.9997464	Ignavibacteria	0.9983594	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,tetracycline
JAACRY010000291.1|NCP85259.1|Group09_0	Group09	0.9999068	Ignavibacteria	0.8577585	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
JAHHLN010000125.1|MBT8380017.1|Group09_0	Group09	0.99993694	Ignavibacteria	0.9980471	MLS,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,isoniazid,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
JAACRH010000250.1|NCQ19014.1|Group09_0	Group09	0.99995816	Ignavibacteria	0.99982506	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,quinolone,rifamycin,tetracycline
MWSV01000097.1|OQY73277.1|Group09_0	Group09	0.99997354	Ignavibacteria	0.99872845	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,quinolone,rifamycin,tetracycline
JABTVB010000002.1|MBE7478171.1|Group09_0	Group09	0.9999752	Ignavibacteria	0.9982393	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,quinolone,rifamycin,tetracycline
JADJMD010000010.1|MBK7630157.1|Group09_0	Group09	0.9998568	Ignavibacteria	0.99995565	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,ethambutol,fosfomycin,glycopeptide,isoniazid,multidrug,mupirocin,peptide,quinolone,rifamycin,tetracycline
NZ_JACVRC010000148.1|WP_203329169.1|Group10_0	Group10	0.9994116	Planctomycetia	0.9999639	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,fosfomycin,glycopeptide,multidrug,mupirocin,peptide,quinolone,rifamycin,sulfonamide,tetracycline
Unknown|WP_007329814.1|Group10_0	Group10	0.9998822	Planctomycetia	0.9999728	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,fosfomycin,glycopeptide,multidrug,mupirocin,peptide,quinolone,rifamycin,tetracycline,triclosan
NZ_SJPN01000001.1|WP_197454183.1|Group10_0	Group10	0.9999199	Planctomycetia	0.997729	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,glycopeptide,isoniazid,multidrug,mupirocin,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
FR718198.1|CBX55397.1|Group10_0	Group10	0.9973585	Zetaproteobacteria	0.50253034	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
WGMU01000046.1|MBI1311725.1|Group10_0	Group10	0.98419476	Zetaproteobacteria	0.5143711	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_SJPW01000008.1|WP_222435933.1|Group10_0	Group10	0.9996333	Planctomycetia	0.9996253	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,glycopeptide,multidrug,mupirocin,peptide,pleuromutilin,quinolone,rifamycin,tetracycline
Unknown|WP_197455484.1|Group10_0	Group10	0.99996936	Planctomycetia	0.99837494	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAHBXS010000001.1|MBX3415967.1|Group10_0	Group10	0.99924785	Planctomycetia	0.99943334	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,tetracycline
SJPU01000001.1|TWU19182.1|Group10_0	Group10	0.9992762	Planctomycetia	0.76079273	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,fosfomycin,fusidic_acid,glycopeptide,multidrug,mupirocin,peptide,quinolone,rifamycin,tetracycline
SJPX01000003.1|TWU51156.1|Group10_0	Group10	0.9999888	Planctomycetia	0.9997832	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,glycopeptide,multidrug,mupirocin,peptide,pleuromutilin,quinolone,rifamycin,tetracycline,triclosan
NZ_SJPV01000002.1|WP_197231120.1|Group10_0	Group10	0.996523	Planctomycetia	0.989981	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
SJPJ01000001.1|TWT79580.1|Group10_0	Group10	0.9999572	Planctomycetia	0.58820057	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,ethambutol,fosfomycin,glycopeptide,multidrug,mupirocin,peptide,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
NZ_ANMO01000009.1|WP_144054614.1|Group10_0	Group10	0.99984586	Planctomycetia	0.99984384	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,fosfomycin,glycopeptide,multidrug,mupirocin,peptide,quinolone,rifamycin,tetracycline
PBMZ01000003.1|MBM79079.1|Group10_0	Group10	0.99994767	Planctomycetia	0.99701524	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
Unknown|WP_047815578.1|Group10_0	Group10	0.9999536	Planctomycetia	0.99975055	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,glycopeptide,multidrug,mupirocin,peptide,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
NZ_SUNB01000005.1|WP_144394844.1|Group10_0	Group10	0.99643683	Gammaproteobacteria	0.9825723	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_SJPK01000012.1|WP_222435483.1|Group10_0	Group10	0.99997246	Planctomycetia	0.99838483	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,glycopeptide,multidrug,mupirocin,peptide,quinolone,rifamycin,sulfonamide,tetracycline
BJHJ01000075.1|GDX92607.1|Group10_0	non-inti				
NIZW01000042.1|PHQ31696.1|Group10_0	Group10	0.99992716	Planctomycetia	0.99854904	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,fosfomycin,fusidic_acid,glycopeptide,multidrug,mupirocin,peptide,quinolone,rifamycin,tetracycline
SJPU01000010.1|TWU08589.1|Group10_0	Group10	0.99963605	Planctomycetia	0.6370347	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,fosfomycin,fusidic_acid,glycopeptide,multidrug,mupirocin,peptide,quinolone,rifamycin,tetracycline
JACRUV010000391.1|MBC8870787.1|Group10_0	Group10	0.9997973	Zetaproteobacteria	0.59887785	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,glycopeptide,multidrug,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_WRPR01000126.1|WP_203329154.1|Group10_0	non-inti				
NZ_KB891332.1|WP_018509358.1|Group13_0	Group13	0.99992335	Betaproteobacteria	0.9725782	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JABURT010000043.1|MBD3669241.1|Group13_0	Group13	0.9998958	Gammaproteobacteria	0.9978811	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JACRIY010000041.1|MBI5791120.1|Group13_0	Group13	0.99995995	Betaproteobacteria	0.8066222	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JABMOI010000004.1|NQV71495.1|Group13_0	Group13	0.9979836	Zetaproteobacteria	0.8635852	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,tetracycline
Unknown|WP_206573700.1|Group13_0	Group13	0.9998634	Gammaproteobacteria	0.9993137	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,qa_compound,quinolone,rifamycin,sulfonamide,tetracycline
VGOB01000082.1|MBM3129486.1|Group13_0	Group13	0.99985695	Zetaproteobacteria	0.9564193	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,isoniazid,multidrug,peptide,quinolone,rifamycin,tetracycline,triclosan,trimethoprim
NZ_JACHIC010000003.1|WP_049724627.1|Group13_0	Group13	0.9998325	Gammaproteobacteria	0.9794096	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
SSFC01000051.1|TXH65019.1|Group13_0	Group13	0.99975795	Gammaproteobacteria	0.99720854	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,isoniazid,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
NZ_CP014323.1|WP_061095347.1|Group13_0	Group13	0.999889	Gammaproteobacteria	0.99998856	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,qa_compound,quinolone,rifamycin,sulfonamide,tetracycline
LN775038.1|CEN54686.1|Group13_0	Group13	0.9998839	Zetaproteobacteria	0.99798346	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_LMUE01000002.1|WP_158752838.1|Group13_0	Group13	0.9999548	Gammaproteobacteria	0.99657285	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,isoniazid,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
SBGP01000017.1|TNE91794.1|Group13_0	Group13	0.99957305	Deltaproteobacteria	0.5270365	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,isoniazid,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JABSRQ010000019.1|NRB38579.1|Group13_0	Group13	0.999821	Gammaproteobacteria	0.9962692	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline
JAIVHK010000375.1|MCA1789861.1|Group13_0	non-inti				
Unknown|WP_216821625.1|Group13_0	Group13	0.9998915	Betaproteobacteria	0.9767779	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_AAOE01000038.1|WP_008041244.1|Group13_0	Group13	0.99989676	Gammaproteobacteria	0.99474263	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
CP040871.1|QDA56443.1|Group13_0	Group13	0.9997471	Gammaproteobacteria	0.99981576	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,isoniazid,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
NZ_SJPZ01000001.1|WP_146413718.1|Group13_0	Group13	0.99993074	Planctomycetia	0.99700207	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,ethambutol,glycopeptide,isoniazid,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
NZ_JAAVXB010000005.1|WP_168148282.1|Group13_0	Group13	0.99988806	Gammaproteobacteria	0.9986834	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,glycopeptide,isoniazid,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JADFVZ010000135.1|MBE9550348.1|Group13_0	Group13	0.9998211	Zetaproteobacteria	0.901678	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
FR718201.1|CBX55400.1|Group13_0	Group13	0.9999095	Zetaproteobacteria	0.9912947	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JABIKT010000010.1|MBT3773091.1|Group13_0	Group13	0.9999224	Gemmatimonadetes	0.5149529	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
DMYU01000005.1|HAU12113.1|Group13_0	Group13	0.9999541	Gammaproteobacteria	0.9997087	MLS,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAFGCS010000500.1|MBN2090637.1|Group13_0	Group13	0.99961406	Zetaproteobacteria	0.8272296	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,quinolone,rifamycin,tetracycline
JABTUG010000003.1|MBE7423736.1|Group13_0	Group13	0.99995184	Betaproteobacteria	0.98785156	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
BDOQ01000001.1|GBG12535.1|Group13_0	Group13	0.99986756	Betaproteobacteria	0.99675363	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
BMZL01000001.1|GHB93256.1|Group13_0	Group13	0.9996631	Gammaproteobacteria	0.9934999	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
LN775134.1|CEN54782.1|Group13_0	Group13	0.9999149	Zetaproteobacteria	0.844171	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAEUHB010000192.1|MBL9200695.1|Group03_0	Group03	0.9999646	Opitutae	0.9955468	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,ethambutol,fosfomycin,glycopeptide,isoniazid,multidrug,peptide,pleuromutilin,quinolone,rifamycin,tetracycline,triclosan
PAAN01000009.1|MAS63914.1|Group03_0	non-inti				
DUPH01000427.1|HHU16486.1|Group03_0	Group03	0.9999634	Kiritimatiellae	0.6733856	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,quinolone,rifamycin,tetracycline
WRPG01000078.1|KAF0170727.1|Group03_0	Group03	0.97850686	Unassigned	0.45193863	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
PBYS01000116.1|MBT65072.1|Group03_0	non-inti				
JAEUHE010000010.1|MBL9166329.1|Group03_0	Group03	0.9992213	Unassigned	0.88361025	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
Unknown|WP_013042079.1|Group03_0	non-inti				
DNKJ01000119.1|HBA85983.1|Group03_0	non-inti				
QHJQ01000023.1|PXA02839.1|Group03_0	non-inti				
DSVZ01000033.1|HFG28308.1|Group03_0	Group03	0.9999268	Unassigned	0.99610573	multidrug
JABDJT010000583.1|NNE94282.1|Group03_0	non-inti				
DNCA01000279.1|HAV14052.1|Group03_0	Group03	0.99987316	Opitutae	0.9936884	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,glycopeptide,multidrug,peptide,quinolone,rifamycin,tetracycline
LN775101.1|CEN54749.1|Group03_0	Group03	0.9995915	Zetaproteobacteria	0.99781954	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JACQFS010000132.1|MBI3880827.1|Group03_0	Group03	0.9998221	Zetaproteobacteria	0.86488307	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
NZ_JACHVA010000095.1|WP_185693186.1|Group03_0	Group03	0.999923	Opitutae	0.99331987	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
PKUH01000061.1|PLY00863.1|Group03_0	Group03	0.99810576	Deltaproteobacteria	0.794324	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JABHEX010000373.1|MBT7960190.1|Group03_0	Group03	0.9998903	Unassigned	0.9996499	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
PBYS01000079.1|MBT63802.1|Group03_0	non-inti				
Unknown|WP_203235188.1|Group03_0	Group03	0.99993145	Opitutae	0.9992906	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JACPPI010000001.1|MBI2812917.1|Group03_0	Group03	0.99991286	Opitutae	0.99782515	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,tetracycline
JAHHPH010000012.1|MBT8037269.1|Group03_0	Group03	0.9999422	Unassigned	0.99963486	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,quinolone,rifamycin,tetracycline
QNAI01000035.1|RKX34497.1|Group03_0	non-inti				
JAEUGZ010000149.1|MBL9204688.1|Group03_0	Group03	0.9997955	Opitutae	0.9990361	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,tetracycline
DNDP01000103.1|HAV61700.1|Group03_0	Group03	0.99500823	Opitutae	0.4184578	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
LN775021.1|CEN54669.1|Group03_0	Group03	0.9996537	Zetaproteobacteria	0.9818955	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
SEGY01001466.1|RYD27487.1|Group03_0	Group03	0.9999058	Unassigned	0.99844104	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
REDL01000032.1|TVR01892.1|Group03_0	Group03	0.9998609	Deltaproteobacteria	0.9615526	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,polymyxin,quinolone,rifamycin,tetracycline
JABMMJ010000857.1|NQX02951.1|Group03_0	Group03	0.9999714	Unassigned	0.9590986	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
MWDV01000454.1|OQB88232.1|Group03_0	non-inti				
RFYE01000158.1|NBR87868.1|Group03_0	Group03	0.9998944	Zetaproteobacteria	0.923557	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,isoniazid,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JAGWXG010000108.1|MBU6178652.1|Group03_0	Group03	0.99983776	Unassigned	0.57127523	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,ethambutol,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
JAAGNX010000001.1|NDV60828.1|Group03_0	Group03	0.9997739	Opitutae	0.98584193	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,tetracycline
CP059265.1|QLQ34133.1|Group02_0	Group02	0.99997354	Gammaproteobacteria	0.9979418	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAHHGJ010000001.1|MBT3010088.1|Group02_0	Group02	0.9999708	Gammaproteobacteria	0.9998667	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JDSS02000025.1|KFB67753.1|Group02_0	Group02	0.9999819	Betaproteobacteria	0.9823298	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,isoniazid,multidrug,peptide,quinolone,rifamycin,tetracycline,triclosan
NATR01000081.1|PVV15601.1|Group02_0	Group02	0.9999927	Gammaproteobacteria	0.99955016	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
Unknown|WP_164451115.1|Group02_0	Group02	0.9998078	Gammaproteobacteria	0.99620557	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
WLWT01000001.1|NKC11405.1|Group02_0	Group02	0.99995077	Gammaproteobacteria	0.99608153	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,isoniazid,multidrug,mupirocin,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,tetracycline,triclosan
